4,8
4,2
4,0
4,4
4,4
4,4
4,5
4,3
4,4
4,4
4,4
4,4
4,4
4,2
4,4
4,4
4,4
4,8
4,2
4,6
4,2
4,8
4,8
4,5
4,3
4,3
4,8
4,2
4,5
4,3
4,3
4,4
4,3
4,5
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,8
7,8
7,8
7,7
7,8
7,7
7,8
7,7
7,8
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,8
7,7
7,7
7,7
0,0
0,1
0,0
0,3
0,3
0,7
0,2
0,0
0,1
0,8
0,0
0,1
0,3
0,2
0,0
0,1
0,0
0,3
0,0
0,7
0,0
0,0
0,7
0,1
0,0
0,0
0,6
0,0
0,0
0,1
0,3
0,1
0,7
0,1
2,2
2,2
2,2
2,2
2,6
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,6
2,2
2,8
2,2
2,6
2,1
2,1
2,6
2,2
2,2
2,6
2,6
2,1
2,8
9,2
9,8
9,8
9,6
9,8
9,6
9,9
9,6
9,9
9,8
9,9
9,9
9,9
9,9
9,9
9,9
9,8
9,8
9,1
9,8
9,1
9,1
9,6
9,9
9,1
9,6
9,1
9,6
9,1
9,8
9,8
9,8
9,8
9,2
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,8
6,6
6,6
6,1
6,1
6,6
6,1
6,1
6,1
6,6
6,6
6,6
6,6
6,6
6,6
6,8
6,6
8,8
8,8
8,8
8,8
8,8
8,9
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,1
8,1
8,1
8,1
8,3
8,1
8,1
8,1
8,1
8,2
8,8
8,8
8,8
8,8
8,6
8,8
8,8
3,1
3,1
3,4
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,2
3,2
3,7
3,2
3,0
3,1
3,7
3,7
3,7
3,2
3,2
3,2
3,2
3,7
3,2
3,1
3,3
5,2
5,2
5,7
5,6
5,1
5,2
5,7
5,6
5,1
5,3
5,3
5,4
5,0
5,4
5,5
5,1
5,1
5,7
5,2
5,2
5,4
5,3
5,3
5,1
5,2
5,1
5,3
5,0
5,4
5,4
5,4
5,3
5,2
5,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
